Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session
1521,1720138772.0,2024-07-21 19:32:00,2024-07-05 00:19:32.224072+00:00,131,24.38669713,5.371781153,64.46137384,0,3.053435115,2.290076336,GEN,50,14,"Joseph returned into Egypt--he, and his brothers, and all that went up with him to bury his father, after he had buried his father.",1521,1,96.0,6.106870229,v2,home,mac,qwerty,yes,,,,1067,57.291666666666664,63.856923232,63.589092246700005,59.405165316278,1.519194172500001,3.04348284858,4.045015245107,3.2881474791000036,6.36416235353,8.460556254182,2024.0,7.0,2024-07-21,19.0,32.0,4.0,3.0,2.0,1,2024-07-21 19:32:24.386697130,2024.0,7.0,2024-07-21,19.0,32.0,3.0,4.0,2.0,57.816,666,1
1522,1720138797.0,2024-07-21 19:56:00,2024-07-05 00:19:56.635403+00:00,168,30.55179292,5.498858953,65.98630743,0,5.357142857,5.357142857,GEN,50,15,"When Joseph's brothers saw that their father was dead, they said, ""It may be that Joseph will hate us, and will fully pay us back for all the evil which we did to him.""",1522,1,94.11764706,10.71428571,v2,home,mac,qwerty,yes,,,,930,62.78044871794872,64.490896561,63.512593846600005,59.414046323038,2.006364768900001,3.0876203148899997,4.049273486865,4.165401292800004,6.4524372861,8.469072737693999,2024.0,7.0,2024-07-21,19.0,56.0,6.0,4.0,2.0,1,2024-07-21 19:56:30.551792920,2024.0,7.0,2024-07-21,19.0,56.0,4.0,6.0,2.0,57.821,667,1
1523,1720138827.0,2024-07-21 20:27:00,2024-07-05 00:20:27.211747+00:00,85,15.13113742,5.617555222,67.41066266,0,2.352941176,2.352941176,GEN,50,16,"They sent a message to Joseph, saying, ""Your father commanded before he died, saying,",1523,1,92.85714286,4.705882353,v2,home,mac,qwerty,yes,,,,807,67.70833333333334,65.98765191099999,63.4477542171,59.44474285114799,1.9676862838000013,3.11114972665,4.045376428041,4.088044322600004,6.499496109630001,8.461278620047,2024.0,7.0,2024-07-21,20.0,27.0,3.0,2.0,1.0,1,2024-07-21 20:27:15.131137420,2024.0,7.0,2024-07-21,20.0,27.0,2.0,3.0,1.0,57.828,668,1
1524,1720138842.0,2024-07-21 20:42:00,2024-07-05 00:20:42.370921+00:00,242,59.11680354,4.093590747,49.12308897,0,16.11570248,16.11570248,GEN,50,17,"'You shall tell Joseph, ""Now please forgive the disobedience of your brothers, and their sin, because they did evil to you.""' Now, please forgive the disobedience of the servants of the God of your father."" Joseph wept when they spoke to him.",1524,1,97.61904762,32.23140496,v2,home,mac,qwerty,yes,,,,2164,13.341346153846153,63.987156449,63.3138069559,59.447293689488,3.373777079700001,3.25008452923,4.054673948703,6.9002259145000036,6.777365714789999,8.478358509857,2024.0,7.0,2024-07-21,20.0,42.0,5.0,3.0,2.0,1,2024-07-21 20:42:59.116803540,2024.0,7.0,2024-07-21,20.0,42.0,3.0,5.0,2.0,57.822,669,1
1525,1720138902.0,2024-07-21 21:41:00,2024-07-05 00:21:41.507260+00:00,100,19.54046275,5.117586071,61.41103286,0,2.0,2.0,GEN,50,18,"His brothers also went and fell down before his face; and they said, ""Behold, we are your servants.""",1525,1,88.88888889,4.0,v2,home,mac,qwerty,yes,,,,1375,44.95192307692308,62.13889158699999,63.2944412819,59.454183728918,3.573777079700001,3.2045107587399997,4.055224673341,7.300225914500004,6.6780214524899995,8.479459959132,2024.0,7.0,2024-07-21,21.0,41.0,5.0,3.0,2.0,1,2024-07-21 21:41:19.540462750,2024.0,7.0,2024-07-21,21.0,41.0,3.0,5.0,2.0,57.824,670,1
1526,1720138921.0,2024-07-21 22:01:00,2024-07-05 00:22:01.095779+00:00,68,13.26609004,5.125850932,61.51021118,1,0.0,0.0,GEN,50,19,"Joseph said to them, ""Don't be afraid, for am I in the place of God?",1526,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,1363,45.43269230769231,61.784011064000005,63.2472022038,59.468953301748,3.573777079700001,3.1921650797299996,4.043262950851,7.300225914500004,6.65333009447,8.455536514152001,2024.0,7.0,2024-07-21,22.0,1.0,1.0,1.0,1.0,1,2024-07-21 22:01:13.266090040,2024.0,7.0,2024-07-21,22.0,1.0,1.0,1.0,1.0,57.827,671,1
1527,1720138934.0,2024-07-21 22:14:00,2024-07-05 00:22:14.390243+00:00,115,19.68789954,5.8411513,70.0938156,1,0.0,0.0,GEN,50,20,"As for you, you meant evil against me, but God meant it for good, to save many people alive, as is happening today.",1527,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,572,77.12339743589743,63.158221999,63.3061641074,59.479177379658,2.9957423976000013,3.1037929867099994,4.038199659712,6.1441565505000035,6.476585908470001,8.445409931872,2024.0,7.0,2024-07-21,22.0,14.0,2.0,1.0,1.0,1,2024-07-21 22:14:19.687899540,2024.0,7.0,2024-07-21,22.0,14.0,1.0,2.0,1.0,57.835,672,1
1528,1720138954.0,2024-07-21 22:34:00,2024-07-05 00:22:34.100706+00:00,121,21.06276,5.744736207,68.93683449,1,0.0,0.0,GEN,50,21,"Now therefore don't be afraid. I will provide for you and your little ones."" He comforted them, and spoke kindly to them.",1528,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,687,72.51602564102564,63.825324798,63.4027976494,59.487271985198,2.8587560962000014,3.1037929867099994,4.037330094494999,5.870183947800003,6.476585908470001,8.443670801437001,2024.0,7.0,2024-07-21,22.0,34.0,4.0,3.0,2.0,1,2024-07-21 22:34:21.062760000,2024.0,7.0,2024-07-21,22.0,34.0,3.0,4.0,2.0,57.842,673,1
1529,1720138975.0,2024-07-21 22:55:00,2024-07-05 00:22:55.194972+00:00,86,16.36695358,5.254490371,63.05388445,0,3.488372093,3.488372093,GEN,50,22,"Joseph lived in Egypt, he, and his father's house. Joseph lived one hundred ten years.",1529,1,93.33333333,6.976744186,v2,home,mac,qwerty,yes,,,,1195,52.16346153846154,64.127617489,63.5036402146,59.480605419198,3.2075933055000014,3.08989621984,4.038437514207,6.567858366400003,6.44879237472,8.445885640860999,2024.0,7.0,2024-07-21,22.0,55.0,6.0,4.0,2.0,1,2024-07-21 22:55:16.366953580,2024.0,7.0,2024-07-21,22.0,55.0,4.0,6.0,2.0,57.845,674,1
1530,1720138992.0,2024-07-21 23:11:00,2024-07-05 00:23:11.588773+00:00,133,29.12457404,4.566590392,54.79908471,0,3.007518797,3.007518797,GEN,50,23,"Joseph saw Ephraim's children to the third generation. The children also of Machir, the son of Manasseh, were born on Joseph's knees.",1530,1,100.0,6.015037594,v2,home,mac,qwerty,yes,,,,1870,25.120192307692307,62.678629619000006,63.434511383099995,59.481634810018,3.4611753739000006,3.06691018332,4.036125884068,7.075022503200003,6.40282030166,8.441262380585,2024.0,7.0,2024-07-21,23.0,11.0,2.0,1.0,1.0,1,2024-07-21 23:11:29.124574040,2024.0,7.0,2024-07-21,23.0,11.0,1.0,2.0,1.0,57.843,675,1
1531,1720139021.0,2024-07-21 23:41:00,2024-07-05 00:23:40.968498+00:00,170,37.32719213,4.554320599,54.65184719,0,12.35294118,11.76470588,GEN,50,24,"Joseph said to his brothers, ""I am dying, but God will surely visit you, and bring you up out of this land to the land which he swore to Abraham, to Isaac, and to Jacob.""",1531,1,88.57142857,24.70588235,v2,home,mac,qwerty,yes,,,,1875,24.919871794871796,61.69767695400001,63.336677842,59.479797960218,4.408638328300001,3.15378801135,4.044781781658,8.934923715300004,6.58834066362,8.458714376925,2024.0,7.0,2024-07-21,23.0,41.0,5.0,3.0,2.0,1,2024-07-21 23:41:37.327192130,2024.0,7.0,2024-07-21,23.0,41.0,3.0,5.0,2.0,57.841,676,1
1532,1720139058.0,,2024-07-05 00:24:18.321819+00:00,128,26.82815358,4.771107322,57.25328787,0,7.03125,6.25,GEN,50,25,"Joseph took an oath from the children of Israel, saying, ""God will surely visit you, and you shall carry up my bones from here.""",1532,1,91.66666667,14.0625,v2,home,mac,qwerty,yes,,,,1718,31.209935897435898,60.824374997999996,63.135900450600005,59.472687172938,4.497924042600001,3.21628801135,4.051031781658,9.269745144300003,6.72896566362,8.472776876925,,,,,,,,,1,,,,,,,,,,57.841,676,2
1533,1720139085.0,,2024-07-05 00:24:45.184974+00:00,108,18.48038175,5.844035121,70.12842145,1,0.0,0.0,GEN,50,26,"So Joseph died, being one hundred ten years old, and they embalmed him, and he was put in a coffin in Egypt.",1533,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,566,77.36378205128204,61.096150877,63.165491103499996,59.477826456407996,4.262629925000001,3.1775283214299996,4.050184324031,8.799156909000002,6.65144628378,8.471081961671,,,,,,,,,1,,,,,,,,,,57.849,676,3
1534,1720139104.0,,2024-07-05 00:25:03.696471+00:00,113,23.31671663,4.846308415,58.15570099,0,3.539823009,3.539823009,EXO,1,1,"Now these are the names of the sons of Israel, who came into Egypt (every man and his household came with Jacob):",1534,1,90.90909091,7.079646018,v2,home,mac,qwerty,yes,,,,1652,33.85416666666667,61.999412079,63.0031132525,59.49409495211799,3.005041977900001,3.20621514212,4.02921434312,6.283981014800004,6.708819925169999,8.429141999849,,,,,,,,,1,,,,,,,,,,57.849,676,4
1535,1720139127.0,,2024-07-05 00:25:27.041497+00:00,32,6.639235167,4.819832284,57.83798741,1,0.0,0.0,EXO,1,2,"Reuben, Simeon, Levi, and Judah,",1535,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,1677,32.8525641025641,61.642107534000004,62.9516760304,59.499303504758,2.805041977900001,3.1506595865600002,4.020518690946,5.883981014800003,6.586597702969999,8.411750695499,,,,,,,,,1,,,,,,,,,,57.849,676,5
1536,1720139134.0,,2024-07-05 00:25:33.706549+00:00,32,8.238868083,3.884028689,46.60834427,1,0.0,0.0,EXO,1,3,"Issachar, Zebulun, and Benjamin,",1536,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,2258,9.575320512820513,60.15192084299999,62.7306699783,59.496599419018,2.805041977900001,3.10040833028,4.01556001326,5.883981014800003,6.465994687869999,8.401833340127,,,,,,,,,1,,,,,,,,,,57.842,676,6
1537,1720139142.0,,2024-07-05 00:25:41.972688+00:00,32,8.960200584,3.571348621,42.85618345,1,0.0,0.0,EXO,1,4,"Dan and Naphtali, Gad and Asher.",1537,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,2359,5.528846153846153,57.42815762800001,62.605014462,59.490412479008,2.805041977900001,2.9777668208800003,4.005998260272,5.883981014800003,6.20184374447,8.381116208657,,,,,,,,,1,,,,,,,,,,57.832,676,7
1538,1720139151.0,,2024-07-05 00:25:50.964416+00:00,95,16.81480696,5.649782375,67.7973885,1,0.0,0.0,EXO,1,5,"All the souls who came out of Jacob's body were seventy souls, and Joseph was in Egypt already.",1538,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,774,69.03044871794873,57.314213028999994,62.5130915647,59.52146865940801,2.805041977900001,2.9648357864,3.9956534326820003,5.883981014800003,6.1759816755,8.360426553487,,,,,,,,,1,,,,,,,,,,57.839,676,8
1539,1720139168.0,,2024-07-05 00:26:07.805832+00:00,62,10.21119483,6.07176741,72.86120892,0,1.612903226,1.612903226,EXO,1,6,"Joseph died, as did all his brothers, and all that generation.",1539,1,90.90909091,3.225806452,v2,home,mac,qwerty,yes,,,,366,85.37660256410257,58.294945475999995,62.57907367479999,59.545786057997994,2.6174950912000012,2.92606285788,3.99451404233,5.508887241400004,6.0905926812199995,8.358147772783,,,,,,,,,1,,,,,,,,,,57.848,676,9
1540,1720139178.0,,2024-07-05 00:26:18.046517+00:00,143,24.17052367,5.916297138,70.99556566,0,2.097902098,2.097902098,EXO,1,7,"The children of Israel were fruitful, and increased abundantly, and multiplied, and grew exceedingly mighty; and the land was filled with them.",1540,1,95.45454545,4.195804196,v2,home,mac,qwerty,yes,,,,505,79.8076923076923,59.914593571,62.64837050049999,59.558754574207995,2.526533421300001,2.90613278795,3.996611944428,5.326963901600003,6.05073254136,8.362343576978999,,,,,,,,,1,,,,,,,,,,57.857,676,10
1541,1720139202.0,,2024-07-05 00:26:42.461853+00:00,62,10.59797688,5.850173173,70.20207807,1,0.0,0.0,EXO,1,8,"Now there arose a new king over Egypt, who didn't know Joseph.",1541,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,562,77.52403846153845,61.469616658999996,62.6612426169,59.577109995618,1.350062833300001,2.8704185022399997,3.990729591487,2.8563756666000035,5.97930396993,8.350578871099,,,,,,,,,1,,,,,,,,,,57.865,676,11
1542,1720139213.0,,2024-07-05 00:26:53.087660+00:00,99,15.89418308,6.228693824,74.74432588,1,0.0,0.0,EXO,1,9,"He said to his people, ""Behold, the people of the children of Israel are more and mightier than we.",1542,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,280,88.82211538461539,63.21872046,62.594927809,59.633972128838,0.7250628333000011,2.8704185022399997,3.988911409669,1.4501256666000035,5.97930396993,8.346942507463,,,,,,,,,1,,,,,,,,,,57.876,676,12
1543,1720139229.0,,2024-07-05 00:27:09.008185+00:00,190,32.13337117,5.912856109,70.95427331,0,1.578947368,1.578947368,EXO,1,10,"Come, let's deal wisely with them, lest they multiply, and it happen that when any war breaks out, they also join themselves to our enemies and fight against us, and escape out of the land.""",1543,1,97.14285714,3.157894737,v2,home,mac,qwerty,yes,,,,510,79.6073717948718,63.30130564599999,62.66097179409999,59.649794745438,0.882957570100001,2.78335083302,3.9904903570370003,1.7659151403000035,5.805168631600001,8.34808020018,,,,,,,,,1,,,,,,,,,,57.884,676,13
1544,1720139261.0,,2024-07-05 00:27:41.166683+00:00,135,27.04154796,4.992317755,59.90781306,0,1.481481481,1.481481481,EXO,1,11,Therefore they set taskmasters over them to afflict them with their burdens. They built storage cities for Pharaoh: Pithom and Raamses.,1544,1,95.23809524,2.962962963,v2,home,mac,qwerty,yes,,,,1506,39.703525641025635,63.476516853,62.6399552961,59.655259939147996,0.677123417300001,2.7243401444699997,3.989471838518,1.3542468348000036,5.68714725453,8.346043163143,,,,,,,,,1,,,,,,,,,,57.886,676,14
1545,1720139288.0,,2024-07-05 00:28:08.232970+00:00,134,28.5467715,4.694050954,56.32861145,0,12.68656716,12.68656716,EXO,1,12,"But the more they afflicted them, the more they multiplied and the more they spread out. They started to dread the children of Israel.",1545,1,91.66666667,25.37313433,v2,home,mac,qwerty,yes,,,,1783,28.60576923076923,63.325579256999994,62.5517397528,59.660905130547995,1.9457801333000009,2.8125584730699997,3.9996584056780002,3.8915602678000036,5.863583911839999,8.366416297473,,,,,,,,,1,,,,,,,,,,57.885,676,15
1546,1720139317.0,,2024-07-05 00:28:36.806755+00:00,59,12.02752283,4.905415755,58.86498906,0,1.694915254,1.694915254,EXO,1,13,"The Egyptians ruthlessly made the children of Israel serve,",1546,1,88.88888889,3.389830508,v2,home,mac,qwerty,yes,,,,1583,36.618589743589745,64.551243736,62.4476688222,59.673645726438004,2.115271658700001,2.8036455566400003,3.993767114035,4.230543318600004,5.845758078989999,8.354633714191001,,,,,,,,,1,,,,,,,,,,57.885,676,16
1547,1720139329.0,,2024-07-05 00:28:48.865768+00:00,177,28.47492746,6.215994764,74.59193717,0,0.564971751,0.0,EXO,1,14,"and they made their lives bitter with hard service in mortar and in brick, and in all kinds of service in the field, all their service, in which they ruthlessly made them serve.",1547,1,96.96969697,1.129943503,v2,home,mac,qwerty,yes,,,,287,88.54166666666666,67.72481910799999,62.6513587208,59.69337202853799,2.115271658700001,2.7604356801,3.9928496828420004,4.343537668900003,5.7459464029200005,8.353928795309,,,,,,,,,1,,,,,,,,,,57.896,676,17
1548,1720139357.0,,2024-07-05 00:29:17.353296+00:00,121,24.96573646,4.846642525,58.1597103,0,9.917355372,9.090909091,EXO,1,15,"The king of Egypt spoke to the Hebrew midwives, of whom the name of the one was Shiphrah, and the name of the other Puah,",1548,1,88.0,19.83471074,v2,home,mac,qwerty,yes,,,,1651,33.894230769230774,66.761051288,62.6729541749,59.693747430998,3.024362567800001,2.77080785826,3.999083449076,6.327008742900003,5.78321968482,8.368049220335001,,,,,,,,,1,,,,,,,,,,57.896,676,18
1549,1720139382.0,,2024-07-05 00:29:42.348235+00:00,194,34.42992158,5.634633803,67.61560564,0,2.06185567,2.06185567,EXO,1,16,"and he said, ""When you perform the duty of a midwife to the Hebrew women, and see them on the birth stool, if it is a son, then you shall kill him; but if it is a daughter, then she shall live.""",1549,1,95.23809524,4.12371134,v2,home,mac,qwerty,yes,,,,788,68.46955128205127,66.23649096,62.7192136879,59.723349162658,3.069257812200001,2.72988795342,3.9966509227239997,6.416799231700002,5.70137987512,8.36318416763,,,,,,,,,1,,,,,,,,,,57.903,676,19
1550,1720139417.0,,2024-07-05 00:30:16.802912+00:00,112,23.31052263,4.80469708,57.65636497,0,8.928571429,8.928571429,EXO,1,17,"But the midwives feared God, and didn't do what the king of Egypt commanded them, but saved the baby boys alive.",1550,1,80.95238095,17.85714286,v2,home,mac,qwerty,yes,,,,1693,32.21153846153847,64.90257089100001,62.6113554951,59.734069478618004,3.752324745300001,2.8062426332299997,4.004492537631,7.782933098100003,5.854089234750001,8.378867397447,,,,,,,,,1,,,,,,,,,,57.902,676,20
1551,1720139440.0,,2024-07-05 00:30:40.328179+00:00,117,17.63064721,6.636171583,79.634059,0,0.854700855,0.854700855,EXO,1,18,"The king of Egypt called for the midwives, and said to them, ""Why have you done this thing and saved the boys alive?""",1551,1,95.65217391,1.709401709,v2,home,mac,qwerty,yes,,,,96,96.19391025641025,65.845768984,62.7873521501,59.760567445107995,3.837794830800001,2.78739238151,4.002632306359001,7.953873269000003,5.81638873129,8.375146934902999,,,,,,,,,1,,,,,,,,,,57.916,676,21
1552,1720139458.0,,2024-07-05 00:30:57.982516+00:00,159,28.65100521,5.54954351,66.59452212,0,0.628930818,0.628930818,EXO,1,19,"The midwives said to Pharaoh, ""Because the Hebrew women aren't like the Egyptian women; for they are vigorous and give birth before the midwife comes to them.""",1552,1,96.2962963,1.257861635,v2,home,mac,qwerty,yes,,,,874,65.02403846153845,65.030788608,62.91198787929999,59.792175802228,3.900687912600001,2.7506709369999998,3.973683772387,8.079659432500003,5.72144046594,8.317249866958,,,,,,,,,1,,,,,,,,,,57.922,676,22
1553,1720139487.0,,2024-07-05 00:31:26.660788+00:00,82,15.92252538,5.149936839,61.79924207,1,0.0,0.0,EXO,1,20,"God dealt well with the midwives, and the people multiplied, and grew very mighty.",1553,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,1323,47.03525641025641,64.115285484,63.050363682400004,59.800862682387994,3.7427931758000006,2.6719307795200002,3.971411045114,7.763869958800003,5.54821211944,8.312704412413,,,,,,,,,1,,,,,,,,,,57.925,676,23
1554,1720139503.0,,2024-07-05 00:31:42.610381+00:00,55,10.18414825,5.40054982,64.80659784,0,3.636363636,1.818181818,EXO,1,21,"Because the midwives feared God, he gave them families.",1554,1,100.0,7.272727273,v2,home,mac,qwerty,yes,,,,1031,58.733974358974365,64.60516396199999,63.0423544584,59.804472480748004,3.776463209500001,2.6573257124499996,3.9704123255240003,8.194846389800002,5.55536562168,8.314343336868998,,,,,,,,,1,,,,,,,,,,57.929,676,24
1555,1720139513.0,,2024-07-05 00:31:52.810595+00:00,137,22.60510317,6.060578401,72.72694081,0,2.189781022,2.189781022,EXO,1,22,"Pharaoh commanded all his people, saying, ""You shall cast every son who is born into the river, and every daughter you shall save alive.""",1555,1,91.66666667,4.379562044,v2,home,mac,qwerty,yes,,,,377,84.93589743589743,66.244996898,63.0859824453,59.820873754488,2.7267845957000008,2.668806856,3.9708680025,6.095489161200003,5.5783279087899995,8.315254690821,,,,,,,,,1,,,,,,,,,,57.938,676,25
